text,label
"Edward Paul Vargo (September 17, 1928 – February 2, 2008) was an American baseball umpire who officiated in Major League Baseball's National League from 1960 to 1983. He umpired in the World Series, National League Championship Series, and All-Star Game four times each, in addition to several other significant games. Upon his retirement, his total of 3,555 games ranked him ninth in National League history. Throughout most of his career, Vargo wore the uniform number 20. Born in Butler, Pennsylvania, as the youngest son of Alex and Mary Vargo, he was of Hungarian and Ukrainian heritage and lived in the area for his entire life. In his early years, he worked as a batboy and equipment manager for the Butler Yankees in the Class-D Pennsylvania State Association. After a brief stint as a catcher in the St. Louis Cardinals organization, he served five years in the Army, where he began his umpiring career. He then progressed through various leagues, including the Georgia–Florida League (1953–54, 1956), Piedmont League (1955), Eastern League (1957), and International League (1957–59). In his second year in the National League, he was recognized as the neatest umpire in a Sporting News poll of writers, managers, and coaches. He married Elizabeth Joan (Betty) Hunter on February 9, 1963, and they had four children: sons Edward and David, and daughters Karen and Kristin.",machine
"Manuel ""Manny"" Huerta (born March 22, 1984), is a Cuban-born triathlete. After emigrating from Cuba to the United States as a young man, Huerta began training as a professional triathlete. For the United States he won the silver medal in men's triathlon at the 2011 Pan American Games and in 2012 qualified as a member of the United States Olympic Team.  In 2013, he left the US Olympic Team to compete for the Puerto Rico Olympic Team. Early life
Huerta was born on March 22, 1984 in Havana, Cuba. He first began training as an athlete in Cuba, waking before 5:00 AM each morning to swim at the Marcelo Salado pool in Havana. At age six, after practicing alongside the Cuban national swimming team, Huerta first began to think of competing in the Olympics himself, and two years later watched on television as Cuban athletes participated in the 1992 Summer Olympics in Barcelona, Spain. At age 13, he competed in his first triathlon, placing first in the Cuban IronKids national championship. Soon afterwards, in November, 1997, Huerta left Cuba along with his sister and mother to emigrate to the United States. Arriving in Miami, Florida, the family joined his grandmother, who had herself come to the United States during the Mariel boatlift.",human
"Manuel ""Manny"" Huerta, born on March 22, 1984, is a triathlete originally from Cuba. After moving to the United States as a young man, he began his journey as a professional triathlete. He earned a silver medal in men's triathlon at the 2011 Pan American Games and qualified for the United States Olympic Team in 2012. However, in 2013, he decided to leave the US Olympic Team to represent Puerto Rico in the Olympics. 

Huerta was born in Havana, Cuba, and started his athletic training there, waking up before 5:00 AM to swim at the Marcelo Salado pool. At the age of six, after training with the Cuban national swimming team, he began to dream of competing in the Olympics. Two years later, he watched the Cuban athletes at the 1992 Summer Olympics in Barcelona on television. At 13, he participated in his first triathlon, winning the Cuban IronKids national championship. Shortly after, in November 1997, Huerta emigrated to the United States with his mother and sister, joining his grandmother in Miami, who had previously arrived during the Mariel boatlift.",machine
"Alfred Coppel, Alfredo Jose de Arana-Marini Coppel (November 9, 1921 – May 30, 2004) was an American author. Born in Oakland, he served as a fighter pilot in the United States Army Air Forces during World War II. After his discharge, he started his career as a writer. He became one of the most prolific pulp magazine authors of the 1950s and 1960s, adopting the pseudonyms Robert Cham Gilman and A.C. Marin and writing for a variety of pulp magazines and later ""slick"" publishers. Though writing in a variety of genres, including action thrillers, he is known for his science fiction stories which comprise both short stories and novels. Science fiction
Coppel's first science fiction story was ""Age of Unreason"" (1947) in Amazing Stories. Other short stories include ""The Dreamer"" (1952) about a man called Denby, who wants to be the first to orbit the moon, published in The Magazine of Fantasy and Science Fiction and reprinted in the anthology Best Short Shorts (1958) edited by Eric Berger. His post-holocaust novel Dark December (1960) describes the aftermath of nuclear war.",human
"Alfred Coppel, also known as Alfredo Jose de Arana-Marini Coppel (November 9, 1921 – May 30, 2004), was an American writer. He was born in Oakland and served as a fighter pilot in the United States Army Air Forces during World War II. Following his service, he embarked on a writing career. Coppel became one of the most prolific authors of pulp magazines in the 1950s and 1960s, using the pen names Robert Cham Gilman and A.C. Marin, contributing to various pulp magazines and later to more mainstream publishers. While he wrote across multiple genres, including action thrillers, he is particularly recognized for his science fiction works, which include both short stories and novels. His first science fiction piece, ""Age of Unreason,"" was published in Amazing Stories in 1947. Other notable short stories include ""The Dreamer"" (1952), which tells the tale of Denby, a man aspiring to be the first to orbit the moon, featured in The Magazine of Fantasy and Science Fiction and later included in the anthology Best Short Shorts (1958) edited by Eric Berger. His post-apocalyptic novel, Dark December (1960), explores the consequences of nuclear war.",machine
"The Barony of Chalandritsa was a medieval Frankish fiefdom of the Principality of Achaea, located in the northern Peloponnese peninsula in Greece, and centred on the town of Chalandritsa (; ; ; Aragonese: C[h]alandrica) south of Patras. History 
The Barony of Chalandritsa was established ca. 1209, after the conquest of the Peloponnese by the Crusaders, and was one of the original twelve secular baronies within the Principality of Achaea. The barony was one of the smallest, with four knight's fiefs attached to it. The first baron was G. (probably Guy) of Dramelay (or Trimolay, Tremolay) from the namesake village in Burgundy, who is attested in the 1209 Treaty of Sapienza. Many older histories, following Jean Alexandre Buchon and Karl Hopf, have Audebert de la Trémouille as the first baron. His successor, Robert of Dramelay, is attested ca. 1230. It was he who built the castle of Chalandritsa according to the Greek and Italian versions of the Chronicle of the Morea. The Aragonese version of the Chronicle on the other hand reports a completely different story, according to which the castle of Chalandritsa had been built by Conrad of Aleman, Baron of Patras, and that it and other lands, comprising eight knight's fiefs, were purchased around 1259 by Prince William II of Villehardouin and given to a knight named Guy of Dramelay, who had only recently arrived in the Morea. While otherwise reliable, the Aragonese version is considered erroneous in this regard.",human
"The Barony of Chalandritsa was a medieval Frankish fiefdom within the Principality of Achaea, situated in the northern Peloponnese region of Greece, with its center in the town of Chalandritsa, located south of Patras. 

Established around 1209 following the Crusaders' conquest of the Peloponnese, the Barony of Chalandritsa was one of the original twelve secular baronies in the Principality of Achaea and was among the smallest, comprising four knight's fiefs. The first baron was G. (likely Guy) of Dramelay (or Trimolay, Tremolay) from a village of the same name in Burgundy, who is mentioned in the 1209 Treaty of Sapienza. Many earlier historians, following the works of Jean Alexandre Buchon and Karl Hopf, identify Audebert de la Trémouille as the initial baron. His successor, Robert of Dramelay, is recorded around 1230 and is credited with constructing the castle of Chalandritsa, according to both the Greek and Italian accounts in the Chronicle of the Morea. In contrast, the Aragonese version of the Chronicle presents a different narrative, claiming that the castle was built by Conrad of Aleman, Baron of Patras, and that it, along with other lands totaling eight knight's fiefs, was acquired around 1259 by Prince William II of Villehardouin and granted to a knight named Guy of Dramelay, who had recently arrived in the Morea. Although generally reliable, the Aragonese account is deemed incorrect in this aspect.",machine
"Alfonso Salvador Gómez Becerra (born October 28, 1980), better known as Alfonso Gómez, is a Mexican professional boxer. Gomez is best known for being a competitor on the debut season of reality TV show The Contender, where he finished third out of sixteen fighters and instantly became a fan favorite. Gómez holds notable victories over former world champions Arturo Gatti, Jose Luis Castillo, and Peter Manfredo Jr. He has also fought household names such as Saul Alvarez, Miguel Cotto in a WBO world championship fight, and Shawn Porter. Personal life
Gómez was born in Guadalajara, Jalisco, Mexico, but his parents subsequently moved to the city of Oakland, California where his boxing career began as a self-defense class due to constant bullying.  He then moved to Napa, CA where he graduated from Napa High School. 
After graduating, him and his family moved to Southern California to explore better boxing opportunities and to enter college in Irvine.  He has two brothers, Jesus Zeuz and Roberto Robb, who are part of a local hip hop en espanol group called Hy3rid H3.  He now lives in Long Beach, CA and has two children, his daughter Heidi Luna Gomez and his son, Leon Harel Gomez.",human
"Alfonso Salvador Gómez Becerra, commonly known as Alfonso Gómez, is a professional boxer from Mexico, born on October 28, 1980. He gained fame as a contestant on the first season of the reality TV series The Contender, where he secured third place among sixteen fighters and quickly became a fan favorite. Gómez has achieved significant victories against former world champions such as Arturo Gatti, Jose Luis Castillo, and Peter Manfredo Jr. He has also faced well-known fighters like Saul Alvarez, Miguel Cotto in a WBO world title match, and Shawn Porter. 

In his personal life, Gómez was born in Guadalajara, Jalisco, Mexico, but his family later relocated to Oakland, California, where he began boxing as a means of self-defense due to being bullied. He then moved to Napa, California, where he graduated from Napa High School. After finishing school, he and his family moved to Southern California to pursue better boxing prospects and attend college in Irvine. He has two brothers, Jesus Zeuz and Roberto Robb, who are members of a local hip hop group called Hy3rid H3. Currently, he resides in Long Beach, California, and has two children: a daughter named Heidi Luna Gomez and a son named Leon Harel Gomez.",machine
"Vibration Cooking: Or, the Travel Notes of a Geechee Girl is the 1970 debut book by Vertamae Smart-Grosvenor and combines recipes with storytelling. It was published by Doubleday. A second edition was published in 1986, and a third edition was published in 1992. The University of Georgia published another edition in 2011. Smart-Grosvenor went on to publish more cookbooks after Vibration Cooking. Vibration Cooking raised awareness about Gullah culture. Scholar Anne E. Goldman compared Vibration Cooking with Jessica Harris' Iron Pots and Wooden Spoons, arguing that, in both books, ""the model of the self... is historicized by being developed in the context of colonialism."" Scholar Lewis V. Baldwin recommended Vibration Cooking for its ""interesting and brilliant insights on the social significance of food and eating and their relationship to 'place' in a southern context."" The book inspired filmmaker Julie Dash to make the film Daughters of the Dust, which won awards at the Sundance Film Festival. See also
Vertamae Smart-Grosvenor",human
"""Vibration Cooking: Or, the Travel Notes of a Geechee Girl"" is the debut book by Vertamae Smart-Grosvenor, released in 1970, which intertwines recipes with narrative. It was published by Doubleday, with a second edition in 1986 and a third in 1992. The University of Georgia released another edition in 2011. Following ""Vibration Cooking,"" Smart-Grosvenor authored additional cookbooks. The book highlighted Gullah culture, and scholar Anne E. Goldman noted its parallels with Jessica Harris' ""Iron Pots and Wooden Spoons,"" suggesting that both works contextualize the self within the framework of colonialism. Scholar Lewis V. Baldwin praised ""Vibration Cooking"" for its insightful commentary on the social implications of food and its connection to place in the Southern United States. The book also inspired filmmaker Julie Dash to create the award-winning film ""Daughters of the Dust"" at the Sundance Film Festival. See also Vertamae Smart-Grosvenor.",machine
"Kongonaphon is an extinct genus of lagerpetid avemetatarsalians from the Middle to Late Triassic of Madagascar. It contains a single species, Kongonaphon kely, which is known from a fragmentary partial skeleton. This fossil hails from the late Ladinian or early Carnian-age ""basal Isalo II beds"". As the first lagerpetid found in Africa, Kongonaphon extends the range of the family significantly. It possessed a combination of features from various other lagerpetids, but developed particularly long and slender leg bones. Kongonaphon is also the first lagerpetid for which fossils of the snout and teeth are known. It was likely an insectivore based on the shape and texture of its teeth. Kongonaphon is notable for its minuscule size, even compared to other small early avemetatarsalians. The proportionally elongated femur was only about 4 cm (1.6 inches) long, and the total height of the animal was estimated at around 10 cm (3.9 inches). Alongside other miniaturized archosaurs such as Scleromochlus, it suggests that avemetatarsalians experienced an abrupt reduction in size early in their evolution. This may explain the poor preservation and scarcity of early and middle Triassic avemetatarsalian fossils. A small size also may have helped them exploit a variety of new ecological niches. The most successful avemetatarsalian subgroups, pterosaurs and dinosaurs, may have evolved as a result of this abrupt size reduction. Miniaturization has been correlated with the evolution of flight (a defining feature of pterosaurs) and the acquisition of bipedalism (which was utilized by many dinosaurs). It would also lead to poor heat retention, encouraging the evolution of feathers or other filamentous structures.",human
"Kongonaphon is a now-extinct genus of lagerpetid avemetatarsalians that lived during the Middle to Late Triassic period in Madagascar. It includes a single species, Kongonaphon kely, known from a partial and fragmentary skeleton. This fossil originates from the late Ladinian or early Carnian ""basal Isalo II beds."" As the first lagerpetid discovered in Africa, Kongonaphon significantly expands the geographical distribution of this family. It exhibited a mix of characteristics found in various lagerpetids but had particularly long and slender leg bones. Additionally, Kongonaphon is the first lagerpetid for which snout and tooth fossils have been identified. Its dental structure suggests it was likely an insectivore. Notably, Kongonaphon was very small, even among other early avemetatarsalians. The femur was approximately 4 cm (1.6 inches) long, and the estimated total height of the creature was around 10 cm (3.9 inches). Alongside other diminutive archosaurs like Scleromochlus, this indicates that avemetatarsalians underwent a rapid size reduction early in their evolutionary history. This phenomenon may account for the limited preservation and rarity of early and middle Triassic avemetatarsalian fossils. Its small size likely allowed it to exploit various new ecological niches. The most successful avemetatarsalian groups, such as pterosaurs and dinosaurs, may have emerged as a consequence of this sudden size decrease. Miniaturization has been linked to the development of flight (a key characteristic of pterosaurs) and the adoption of bipedalism (used by many dinosaurs). It may also have resulted in poor heat retention, which could have driven the evolution of feathers or similar filamentous structures.",machine
"Okay is a town along the east bank of the Verdigris River in Wagoner County, Oklahoma, United States. The population was 620 at the 2010 census, a 3.9 percent increase over the figure of 597 recorded in 2000. Etymology and history
Okay's history as a community began circa 1806, when a French trader named Joseph Bogy established a trading post in the Three Forks area of what would eventually become the state of Oklahoma.  The firm of Brand and Barbour took over the post later. When Barbour died in 1822, A. P. Chouteau, who had already established a trading post at Salina bought the Three Forks post. At the time, the post included twelve houses and a ferry. Chouteau expanded his business by bringing in Creole carpenters to construct keelboats that local traders needed to transport the goods they obtained from the local Indians to New Orleans and St. Louis. For a while, the Osage tribe claimed ownership of the land, which they ceded to the Western Cherokees before the Trail of Tears. Then the Western Creeks were allowed to settle on part of the land. In 1828, the Federal Government bought Chouteau's land for construction of a Creek Agency.",human
"Okay is a town situated on the eastern bank of the Verdigris River in Wagoner County, Oklahoma, USA. According to the 2010 census, its population was 620, reflecting a 3.9 percent increase from the 597 residents recorded in 2000. 

The origins of Okay as a community trace back to around 1806, when a French trader named Joseph Bogy set up a trading post in the Three Forks region, which would later become part of Oklahoma. The trading post was subsequently taken over by the firm of Brand and Barbour. After Barbour's death in 1822, A. P. Chouteau, who had already established a trading post in Salina, acquired the Three Forks post. At that time, the post comprised twelve houses and a ferry. Chouteau expanded his operations by recruiting Creole carpenters to build keelboats necessary for local traders to transport goods obtained from the indigenous tribes to New Orleans and St. Louis. For a period, the Osage tribe claimed ownership of the land, which they later ceded to the Western Cherokees prior to the Trail of Tears. Subsequently, the Western Creeks were permitted to settle on a portion of the land. In 1828, the Federal Government purchased Chouteau's land to establish a Creek Agency.",machine
"{{Infobox person
| name          = Hans Robert Müller
| birth_date    = 
| birth_place   = Graz, Austria
| death_date    = 
| death_place   = Wolfenbüttel, Germany
| occupation    = mathematician
}}Hans Robert Müller' (26 October 1911 in Graz – 25 March 1999 in Wolfenbüttel) was an Austrian mathematician, professor and director of mathematical institutes at two universities.  Career 
From 1930 to 1935 he studied astronomy, descriptive geometry, mathematics, philosophy, physics at the University of Graz and the Graz University of Technology. In 1935 he passed the teaching examination (""Lehramtsprüfung"") for mathematics and descriptive geometry. In 1936 he became assistant at the institute of mathematics at the University Graz, obtaining his doctorate in 1937 in mathematics, the habilitation in 1939, and in 1940 he became a docent. In 1941 he was drafted into the Wehrmacht (reaching the rank of Unteroffizier), became a prisoner of war and was released in September 1945. In the same year he continued his work as teaching assistant in Graz. He obtained the title Privatdozent and subsequently the title extraordinary professor in 1950, and was employed as a permanent assistant at the Graz University of Technology. In 1954 he became professor at the Ankara University. From 1956 until 1963 he was professor at the Technical University of Berlin where he was director of the institute of geometry. In 1963 he became professor at the Braunschweig University of Technology serving as the director of the institute of mathematics, also being the head of the department for natural science from 1963 until 1965, and professor emeritus in 1977.",human
"{{Infobox person
| name          = Hans Robert Müller
| birth_date    = 
| birth_place   = Graz, Austria
| death_date    = 
| death_place   = Wolfenbüttel, Germany
| occupation    = mathematician
}}Hans Robert Müller (born 26 October 1911 in Graz – died 25 March 1999 in Wolfenbüttel) was an Austrian mathematician who served as a professor and director of mathematical institutes at two different universities. 

Career  
From 1930 to 1935, he pursued studies in astronomy, descriptive geometry, mathematics, philosophy, and physics at the University of Graz and Graz University of Technology. In 1935, he completed the teaching examination (""Lehramtsprüfung"") for mathematics and descriptive geometry. He became an assistant at the mathematics institute at the University of Graz in 1936, earned his doctorate in mathematics in 1937, achieved habilitation in 1939, and was appointed as a docent in 1940. In 1941, he was conscripted into the Wehrmacht, attained the rank of Unteroffizier, became a prisoner of war, and was released in September 1945. That same year, he resumed his role as a teaching assistant in Graz. He was awarded the title of Privatdozent and later became an extraordinary professor in 1950, working as a permanent assistant at Graz University of Technology. In 1954, he took on a professorship at Ankara University. From 1956 to 1963, he was a professor at the Technical University of Berlin, where he directed the institute of geometry. In 1963, he became a professor at Braunschweig University of Technology, serving as the director of the mathematics institute and heading the natural science department from 1963 to 1965, before becoming a professor emeritus in 1977.",machine
"Moskvitch 2140 series is large family car produced by Soviet automotive maker AZLK from January 1976 to 1988. It started first as Moskvitch 2138 and Moskvitch 2140 on a modified 412 platform. Pre-production models were shown during 1975. Starting in 1981, the modernised modification of the M-2140 export/luxury model was also designed and branded ""2140 SL"" in the Eastern Bloc countries and ""1500 SL"" outside. The most notable differences between the two models were redesigned dashboard and front seat headrests in the M-2140. Starting in 1982, the M-2138 models were discontinued and the M-2140 became the only Moskvitch cars available in all markets. It was face-lifted the same year: the shield logo was changed to feature ""АЗЛК"" (AZLK) written in metallic outline, the grille coating switched from metal to plastic, and both side mirrors were slightly redesigned to be less heavy. The station wagon variant M-2137 was the last of Soviet cars to still feature taillight fins to accommodate gate opening, until the model was discontinued in 1985.",human
"The Moskvitch 2140 series is a spacious family vehicle manufactured by the Soviet car company AZLK from January 1976 until 1988. It initially emerged as the Moskvitch 2138 and Moskvitch 2140, built on a modified 412 platform, with pre-production versions showcased in 1975. In 1981, a modernized version of the M-2140, aimed at export and luxury markets, was introduced, known as ""2140 SL"" in Eastern Bloc countries and ""1500 SL"" elsewhere. The M-2140 featured significant updates, including a redesigned dashboard and front seat headrests. By 1982, production of the M-2138 models ceased, making the M-2140 the sole Moskvitch model available across all markets. That same year, it underwent a facelift, which included a new shield logo displaying ""АЗЛК"" (AZLK) in a metallic outline, a switch from metal to plastic for the grille coating, and a lighter redesign of the side mirrors. The M-2137 station wagon variant was the last Soviet car to have taillight fins for gate opening, remaining in production until 1985.",machine
"The Sultanate of Ifat, or Awfat was a medieval Sunni Muslim state in the eastern regions of the Horn of Africa between the late 13th century and early 15th century. It was formed in present-day Ethiopia around eastern Shewa or Zeila. Led by the Walashma dynasty, the polity stretched from Zequalla to the port city of Zeila. The kingdom ruled over parts of what are now Ethiopia, Djibouti and Somaliland. Location
According to Al-Omari, Ifat was a state close to the Red Sea coast, 15 days by 20 days ""normal traveling time"". The state had a river (Awash River), was well peopled and had an army of 20,000 soldiers and 15,000 horsemen. Al-Omari mentioned seven cities in Ifat: Belqulzar, Kuljura, Shimi, Shewa, Adal, Jamme and Laboo. While reporting that its center was ""a place called Walalah, probably the modern Wäläle south of Šäno in the Ěnkwoy valley, about 50 miles ENE of Addis Ababa"", G.W.B. Huntingford ""provisionally"" estimated its southern and eastern boundaries were along the Awash River, the western frontier a line drawn between Medra Kabd towards the Jamma river east of Debre Libanos (which it shared with Damot), and the northern boundary along the Adabay and Mofar rivers. The Al-Omari territorial account of Ifat Sultanate implies a size of 300 kilometers by 400 kilometers, which may be an exaggeration, according to Richard Pankhurst.",human
"The Sultanate of Ifat, also known as Awfat, was a medieval Sunni Muslim state located in the eastern part of the Horn of Africa from the late 13th century to the early 15th century. It emerged in what is now Ethiopia, particularly around eastern Shewa or Zeila. Governed by the Walashma dynasty, the state extended from Zequalla to the port city of Zeila, encompassing areas that are now part of Ethiopia, Djibouti, and Somaliland. 

According to Al-Omari, Ifat was situated near the Red Sea coast, with a travel time of 15 to 20 days. The state featured the Awash River, was densely populated, and maintained an army of 20,000 soldiers and 15,000 cavalry. Al-Omari identified seven cities within Ifat: Belqulzar, Kuljura, Shimi, Shewa, Adal, Jamme, and Laboo. He noted that the center of the state was ""a place called Walalah,"" likely the modern Wäläle located south of Šäno in the Ěnkwoy valley, approximately 50 miles ENE of Addis Ababa. G.W.B. Huntingford tentatively estimated the southern and eastern borders along the Awash River, with the western boundary running from Medra Kabd to the Jamma River east of Debre Libanos (which it shared with Damot), and the northern boundary along the Adabay and Mofar rivers. Al-Omari's description of Ifat's territory suggests dimensions of 300 kilometers by 400 kilometers, although Richard Pankhurst considers this figure may be an overstatement.",machine
"Kirk Alan McLean (born June 26, 1966) is a Canadian former professional ice hockey goaltender who played in the National Hockey League (NHL) for the New Jersey Devils, Vancouver Canucks, Carolina Hurricanes, Florida Panthers and New York Rangers.  He played in the style of a stand-up goaltender. McLean played major junior hockey with the Oshawa Generals of the Ontario Hockey League (OHL) and was drafted in the sixth round, 107th overall by the Devils in 1984. He played with the Devils' American Hockey League (AHL) affiliate, the Maine Mariners, before being traded to the Canucks in 1987.  He is best known for his 10 and a half seasons with the Canucks, during which time he was a finalist for two Vezina Trophies in 1989 and 1992, named to two NHL All-Star Games and received Second All-Star Team honours.  In 1994, he backstopped the Canucks to the seventh game of the Stanley Cup Finals against the Rangers.  In 1998, he was traded away and spent the final three seasons of his career with the Hurricanes, Panthers and Rangers, before retiring in 2001.",human
"Kirk Alan McLean, born on June 26, 1966, is a retired Canadian professional ice hockey goaltender who played in the NHL for the New Jersey Devils, Vancouver Canucks, Carolina Hurricanes, Florida Panthers, and New York Rangers. He was known for his stand-up goaltending style. McLean began his major junior hockey career with the Oshawa Generals in the Ontario Hockey League (OHL) and was selected by the Devils in the sixth round, 107th overall, in the 1984 NHL Draft. After playing for the Devils' AHL affiliate, the Maine Mariners, he was traded to the Canucks in 1987. McLean is most recognized for his decade and a half with the Canucks, where he was a finalist for the Vezina Trophy in 1989 and 1992, participated in two NHL All-Star Games, and earned Second All-Star Team recognition. In 1994, he helped lead the Canucks to a seventh game in the Stanley Cup Finals against the Rangers. He was traded in 1998 and concluded his career with the Hurricanes, Panthers, and Rangers, retiring in 2001.",machine
"The following lists events that happened during 1960 in the Kingdom of Afghanistan. The U.S.S.R. has by this year spent or committed about $300,000,000 in economic aid to Afghanistan. The latest Soviet enterprise is the building of the Salang highway across the Hindu Kush range to shorten the route between Kabul and the northern provinces by 190 km. The Soviet government promises $22,400,000 in aid to construct the Jalalabad dam on the Kabul river to provide electricity to the capital. Soviet technicians find petroleum in the area of Mazar-i-Sharif, on the Afghan side of the Amu Darya (Oxus) river. United States economic aid to Afghanistan totals by 1960 about $165,000,000, including a loan of $50,000,000. The National Assembly approves the budget estimate for the year 1960–61, balanced at 4,500,000,000 Afghanis. Abdullah Malikyar, minister of finance, declares that a total of 2,540,000,000 Afghanis of the budget expenditure will be used to implement the last year of the 1957–61 development plan.",human
"The following outlines events that took place in 1960 in the Kingdom of Afghanistan. By this year, the U.S.S.R. has invested or pledged approximately $300 million in economic assistance to Afghanistan. The most recent Soviet project is the construction of the Salang highway through the Hindu Kush mountains, which will reduce the distance between Kabul and the northern provinces by 190 km. The Soviet government has committed $22.4 million in aid for the construction of the Jalalabad dam on the Kabul River to supply electricity to the capital. Soviet engineers have discovered oil in the Mazar-i-Sharif region, located on the Afghan side of the Amu Darya (Oxus) River. By 1960, U.S. economic aid to Afghanistan amounts to around $165 million, which includes a $50 million loan. The National Assembly has approved the budget estimate for the 1960–61 fiscal year, set at 4.5 billion Afghanis. Abdullah Malikyar, the finance minister, states that 2.54 billion Afghanis of the budget will be allocated to complete the final year of the 1957–61 development plan.",machine
"An identity document (also called ID or colloquially as papers) is any document that may be used to prove a person's identity. If issued in a small, standard credit card size form, it is usually called an identity card (IC, ID card, citizen card), or passport card. Some countries issue formal identity documents, as national identification cards which may be compulsory or non-compulsory, while others may require identity verification using regional identification or informal documents. When the identity document incorporates a person's photograph, it may be called photo ID. In the absence of a formal identity document, a driver's license may be accepted in many countries for identity verification. Some countries do not accept driver's licenses for identification, often because in those countries they do not expire as documents and can be old or easily forged. Most countries accept passports as a form of identification.
Some countries require all people to have an identity document available at any time. Many countries require all foreigners to have a passport or occasionally a national identity card from their home country available at any time if they do not have a residence permit in the country.",human
"An identity document, commonly referred to as ID or informally as papers, is any document that can be used to verify an individual's identity. When issued in a compact, standard credit card size, it is typically known as an identity card (IC, ID card, citizen card) or passport card. Some nations provide official identity documents, such as national ID cards, which may be mandatory or optional, while others may necessitate identity verification through regional IDs or informal documents. If the identity document includes a person's photo, it is often referred to as photo ID. In cases where a formal identity document is not available, a driver's license may be accepted for identity verification in many countries. However, some countries do not recognize driver's licenses for identification purposes, often due to their lack of expiration and potential for being outdated or easily counterfeited. Generally, passports are widely accepted as a form of identification. Certain countries mandate that all individuals carry an identity document at all times. Additionally, many countries require foreigners to have a passport or, occasionally, a national identity card from their home country on hand if they do not possess a residence permit in that country.",machine
"Domenico di Zanobi, formerly known as the Master of the Johnson Nativity, was an Italian Renaissance painter. His exact dates of birth and death are not known. He is documented as a mature artist from 1467 until 1481. Domenico di Zanobi's paintings were first grouped together in 1966 by the American art historian Everett Fahy, who recognized about two dozen paintings in a similar style. Since none of these paintings are signed, Fahy named their artist the ""Master of the Johnson Nativity,"" after the panel of the Nativity in the Johnson Collection at the Philadelphia Museum of Art. In 1996, the Florentine scholar Annamaria Bernacchioni identified this artist as Domenico di Zanobi, a documented assistant of Filippo Lippi in Florence and Prato, based on her discovery of the carpenter's bill for the Coronation of the Virgin at the Museo della Misericordia in San Miniato. This painting, attributed by Fahy to the Master of the Johnson Nativity, was reportedly commissioned by the Chellini family in 1476 from a painter named ""Domenico."" Since the painting is clearly not by Domenico di Michelino, who also worked for the Chellini family, Bernacchioni suggest that it's by Domenico di Zanobi, who shared a workshop with Domenico di Michelino in Florence's Via delle Terme by 1467. The identification has since found acceptance among art historians.",human
"Domenico di Zanobi, previously referred to as the Master of the Johnson Nativity, was an Italian painter of the Renaissance. His birth and death dates remain unknown, but he is recognized as an established artist from 1467 to 1481. In 1966, American art historian Everett Fahy first categorized his works, identifying around twenty paintings that shared a similar style. Since these artworks are unsigned, Fahy designated the artist as the ""Master of the Johnson Nativity,"" named after a Nativity panel in the Johnson Collection at the Philadelphia Museum of Art. In 1996, Florentine scholar Annamaria Bernacchioni identified this artist as Domenico di Zanobi, an acknowledged assistant to Filippo Lippi in Florence and Prato, based on her finding of a carpenter's bill for the Coronation of the Virgin at the Museo della Misericordia in San Miniato. This painting, which Fahy attributed to the Master of the Johnson Nativity, was reportedly commissioned in 1476 by the Chellini family from a painter named ""Domenico."" Since it is clearly not by Domenico di Michelino, who also worked for the Chellini family, Bernacchioni proposed that it was created by Domenico di Zanobi, who shared a workshop with Domenico di Michelino on Florence's Via delle Terme by 1467. This identification has since gained acceptance among art historians.",machine
"Kusuma Karunaratne nee Ediriweera Jayasooriya (born November 21, 1940) is a Sri Lankan academic, university administrator, Professor and scholar of Sinhalese language and literature. Personal life
Kusuma Jayasooriya was born on November 21, 1940 at Dickwella, Dodampahala to a business family of Mr. and Mrs. D. E. Jayasooriya. She had her school education at Dodampahala Vidyalaya and then at Vijitha Vidyalaya, Dickwella.
She completed her undergraduate education at the University of Ceylon in the Peradeniya campus; there in 1964, she became the first female student in her discipline to earn a First class honours degree from that institution. She later married Samarajeewa Karunaratne, an engineer by profession. They have two sons, Savant Karunaratne and Passant Karunaratne, both electrical engineers specializing in Graphics and Image/Video Processing. The elder, Savant Karunaratne, has a Ph.D. in Electrical and Computer Engineering from the University of Sydney, Australia. The younger, Passant Karunaratne, has a Ph.D. in Electrical Engineering and Computer Science from Northwestern University, in the United States.",human
"Kusuma Karunaratne, formerly known as Ediriweera Jayasooriya, was born on November 21, 1940, in Dickwella, Dodampahala, into a business family led by Mr. and Mrs. D. E. Jayasooriya. She attended Dodampahala Vidyalaya for her early education and later studied at Vijitha Vidyalaya in Dickwella. Kusuma completed her undergraduate studies at the University of Ceylon's Peradeniya campus, where she made history in 1964 as the first female student in her field to receive a First Class Honours degree. She subsequently married Samarajeewa Karunaratne, an engineer, and they have two sons, Savant and Passant Karunaratne, both of whom are electrical engineers with expertise in Graphics and Image/Video Processing. Savant holds a Ph.D. in Electrical and Computer Engineering from the University of Sydney, Australia, while Passant earned his Ph.D. in Electrical Engineering and Computer Science from Northwestern University in the United States.",machine
